occurrenceID	institutionCode	collectionCode	catalogNumber	combined	SamplingDate	recordedBy	Sex	Department	Municipality	Locality	MinElevation	MaxElevation	decimalLatitude	decimalLongitude	Habitat	Order	Family	Species	SnoutVentLength	HeadWidth	MouthWidth	ForearmLength	TibiaLength	FemurLength	FootLength	FootWebbing
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2694	UDEA	MHUA-A	361	MHUA-A361	1998	Oscar Hernandez	NA	Chocó 	Nuquí	Estacion Biologica El Amargal	20	110	5.5806	-77.4978	Wetland	Anura	Bufonidae	Atelopus spurrelli	30.93	8.37	8	10.86	15.41	15.57	11.76	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2695	UDEA	MHUA-A	362	MHUA-A362	1998	Oscar Hernandez	NA	Chocó 	Nuquí	Estacion Biologica El Amargal	20	110	5.5806	-77.4978	Wetland	Anura	Bufonidae	Atelopus spurrelli	23.5	6.38	6.11	6.68	10.67	8.93	8.33	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2696	UDEA	MHUA-A	395	MHUA-A395	1997	Oscar Hernandez	NA	Bolívar	Magangué	NA	30	30	9.245	-74.7542	Wetland	Anura	Bufonidae	Rhinella humboldti	47.25	17.16	16.49	10.83	17.08	18.25	17.28	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2697	UDEA	MHUA-A	436	MHUA-A436	1994	Oscar Hernandez	Male	Antioquia	Amalfi	Vereda El Jardin, Cerca a la Escuela	1000	1000	6.9119	-75.0783	Wetland	Anura	Hylidae	Smilisca phaeota	47.37	17.82	17.45	10.09	25.56	24.65	18.78	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2698	UDEA	MHUA-A	447	MHUA-A447	1994	Oscar Hernandez	NA	Antioquia	Amalfi	Vereda El Jardin, Cerca a la Escuela	1000	1000	6.9119	-75.0783	Wetland	Anura	Aromobatidae	Rheobates palmatus	25.5	9.65	9.75	5.83	12.45	14.99	12.27	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2699	UDEA	MHUA-A	448	MHUA-A448	1994	Oscar Hernandez	NA	Antioquia	Amalfi	Vereda El Jardin, Cerca a la Escuela	1000	1000	6.9119	-75.0783	Wetland	Anura	Aromobatidae	Rheobates palmatus	21.64	8.14	7.43	4.73	9.9	8.55	9.75	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2700	UDEA	MHUA-A	451	MHUA-A451	1994	Oscar Hernandez	NA	Antioquia	Amalfi	Vereda El Jardin, Cerca a la Escuela	1000	1000	6.9119	-75.0783	Wetland	Anura	Aromobatidae	Rheobates palmatus	33.47	13.05	13.16	8.28	15.68	17.59	15.59	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2701	UDEA	MHUA-A	539	MHUA-A539	1999	Oscar Hernandez	NA	Valle Del Cauca	 Sevilla	 Hda. Indostan	1600	1600	NA	NA	Wetland	Anura	Hylidae	Dendropsophus columbianus	25.09	8.27	7.96	4.96	12.91	11.93	11.89	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2702	UDEA	MHUA-A	540	MHUA-A540	1999	Oscar Hernandez	NA	Valle Del Cauca	Obando	Finca La Esmeralda	1530	1530	4.6153	-75.9086	Wetland	Anura	Hylidae	Dendropsophus columbianus	22.29	7.27	7.27	5.12	11.69	10.82	9.95	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2703	UDEA	MHUA-A	577	MHUA-A577	NA	Oscar Hernandez	NA	Antioquia	Tarazá	Hda. Las Mercedes	100	100	7.4868	-75.2817	Wetland	Anura	Hylidae	Scinax ruber	34.66	10.92	11.77	6.1	16.86	15.36	14.37	Extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2704	UDEA	MHUA-A	584	MHUA-A584	1998	Oscar Hernandez	NA	Antioquia	Guadalupe	Campamento Los Cedros, EPM	700	700	6.8169	-75.244	Wetland	Anura	Leptodactylidae	Leptodactylus fragilis	48.2	16.9	15.84	9.94	29.07	24.77	27.74	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2705	UDEA	MHUA-A	585	MHUA-A585	1998	Oscar Hernandez	NA	Antioquia	Guadalupe	Campamento Los Cedros, EPM	700	700	6.8169	-75.244	Wetland	Anura	Leptodactylidae	Leptodactylus fragilis	50.08	17.69	16.35	10.22	29.48	27.25	28.26	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2706	UDEA	MHUA-A	586	MHUA-A586	1998	Oscar Hernandez	NA	Antioquia	Guadalupe	Campamento Los Cedros, EPM	700	700	6.8169	-75.244	Wetland	Anura	Leptodactylidae	Leptodactylus fragilis	50.51	17.5	16.89	9.53	28.95	23.77	26.75	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2707	UDEA	MHUA-A	587	MHUA-A587	1998	Oscar Hernandez	NA	Antioquia	Guadalupe	Campamento Los Cedros, EPM	700	700	6.8169	-75.244	Wetland	Anura	Leptodactylidae	Leptodactylus fragilis	52.32	18.15	16.86	11.48	30.95	26.14	30.42	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2708	UDEA	MHUA-A	588	MHUA-A588	1998	Oscar Hernandez	NA	Antioquia	Guadalupe	Campamento Los Cedros, EPM	700	700	6.8169	-75.244	Wetland	Anura	Leptodactylidae	Leptodactylus colombiensis	41.3	14.76	14.46	8.4	19.09	18.11	22.12	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2709	UDEA	MHUA-A	592	MHUA-A592	1998	Oscar Hernandez	NA	Antioquia	Guadalupe	Campamento Los Cedros, EPM	700	700	6.8169	-75.244	Wetland	Anura	Hylidae	Dendropsophus microcephalus	21.77	6.41	6.52	4.39	10.73	10.47	9.04	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2710	UDEA	MHUA-A	598	MHUA-A598	1998	Oscar Hernandez	NA	Antioquia	Guatapé	Vereda Sta. Rita, Fca. Montepinar	1880	1880	6.3044	-75.135	Wetland	Anura	Bufonidae	Rhinella macrorhina	45.98	17.81	17.34	11.97	15.39	15.48	14.96	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2711	UDEA	MHUA-A	600	MHUA-A600	1998	Oscar Hernandez	NA	Antioquia	Guatapé	Vereda Sta. Rita, Fca. Montepinar	1880	1880	6.3044	-75.135	Wetland	Anura	Bufonidae	Rhinella macrorhina	38.53	14.76	14.62	10.13	13.26	15.1	12.3	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2712	UDEA	MHUA-A	652	MHUA-A652	1998	Oscar Hernandez	NA	Guajira	Barrancas	Rio Rancheria	160	160	10.9755	-72.7531	Wetland	Anura	Leptodactylidae	Leptodactylus bolivianus	63.74	23.24	22.84	13.76	34.83	31.1	34.96	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2713	UDEA	MHUA-A	655	MHUA-A655	1998	Oscar Hernandez	NA	Guajira	Barrancas	Rio Rancheria	160	160	10.9755	-72.7531	Wetland	Anura	Leptodactylidae	Leptodactylus bolivianus	59.52	20.11	19.49	12.53	31.85	30.26	33.62	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2714	UDEA	MHUA-A	658	MHUA-A658	1999	Oscar Hernandez	NA	Guajira	Barrancas	Rio Rancheria	160	160	10.9755	-72.7531	Wetland	Anura	Leptodactylidae	Pleurodema brachyops	31.97	13.89	13.13	7.77	13.4	13.74	14.5	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2715	UDEA	MHUA-A	670	MHUA-A670	1998	Oscar Hernandez	NA	Antioquia	Yolombó	Vereda Guacabe, Bosque Normandia	1100	1100	6.735	-75.0808	Wetland	Anura	Hylidae	Smilisca sila	43.44	16.61	16.64	9.58	26.37	24.71	18.98	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2716	UDEA	MHUA-A	673	MHUA-A673	1998	Oscar Hernandez	Female	Antioquia	Amalfi	Estacion El Mango	1000	1000	6.809	-75.1515	Wetland	Anura	Hylidae	Smilisca sila	49.41	19.32	18.68	10.56	28.93	26.99	22.43	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2717	UDEA	MHUA-A	674	MHUA-A674	NA	Oscar Hernandez	NA	Antioquia	Puerto Triunfo	Estacion Cocorna	200	200	6.0379	-74.6423	Wetland	Anura	Hylidae	Boana albomarginata	29.21	8.87	9.87	5.65	17.43	17.21	11.51	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2718	UDEA	MHUA-A	714	MHUA-A714	1998	Oscar Hernandez	NA	Valle Del Cauca	Sevilla	Hda. Alabama	1100	1100	4.2886	-75.9842	Wetland	Anura	Leptodactylidae	Leptodactylus colombiensis	41.75	15	13.96	8.85	19.82	20.55	22.13	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2719	UDEA	MHUA-A	716	MHUA-A716	1998	Oscar Hernandez	NA	Valle Del Cauca	Sevilla	Hda. Alabama	1100	1100	4.2886	-75.9842	Wetland	Anura	Hylidae	Dendropsophus columbianus	25.86	7.96	8.48	5.47	12.84	13	10.92	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2720	UDEA	MHUA-A	743	MHUA-A743	NA	Oscar Hernandez	NA	Antioquia	Guatapé	Vereda Sta. Rita, Fca. Montepinar	1880	1880	6.3044	-75.135	Wetland	Anura	Bufonidae	Rhinella macrorhina	44.51	18.15	17.79	12.42	15.79	18.36	15.13	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2721	UDEA	MHUA-A	748	MHUA-A748	1998	Oscar Hernandez	NA	Chocó 	Quibdó	Fca. El Paraiso	143	143	5.5833	-76.65	Wetland	Anura	Ranidae	Lithobates vaillanti	102.96	38.57	38.12	22.34	51.54	50.6	51.57	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2722	UDEA	MHUA-A	750	MHUA-A750	1998	Oscar Hernandez	NA	Chocó 	Quibdó	Fca. El Paraiso	143	143	5.5833	-76.65	Wetland	Anura	Hylidae	Smilisca phaeota	69.28	23.57	23.98	13.2	37.67	37.39	30.06	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2723	UDEA	MHUA-A	753	MHUA-A753	1999	Oscar Hernandez	NA	Guajira	Barrancas	NA	160	160	10.9755	-72.7531	Wetland	Anura	Bufonidae	Rhinella humboldti	43.28	15.77	15.69	9.45	16.12	16.45	15.98	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2724	UDEA	MHUA-A	761	MHUA-A761	1999	Oscar Hernandez	NA	Antioquia	Guatapé	Vereda Sta. Rita, Fca. Montepinar	1880	1880	6.3044	-75.135	Wetland	Anura	Bufonidae	Rhinella macrorhina	47.63	18.94	19.05	11.8	14.47	18.93	14.45	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2725	UDEA	MHUA-A	768	MHUA-A768	1999	Oscar Hernandez	Female	Magdalena	Pijiño del Carmen	NA	10	10	9.3425	-74.4225	Wetland	Anura	Microhylidae	Elachistocleis pearsei 	42.81	9.39	8.92	7.14	11.52	13.72	15.21	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2726	UDEA	MHUA-A	769	MHUA-A769	1999	Oscar Hernandez	Female	Magdalena	Pijiño del Carmen	NA	10	10	9.3425	-74.4225	Wetland	Anura	Microhylidae	Elachistocleis pearsei 	43.61	11.82	9.92	7.65	14.13	13.81	16.7	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2727	UDEA	MHUA-A	773	MHUA-A773	1999	Oscar Hernandez	NA	Antioquia	Amalfi	 Vereda El Encanto, Bosque Tenche, Porce II	1000	1000	NA	NA	Wetland	Anura	Phyllomedusidae	Phyllomedusa venusta	67.95	23.31	24.35	18.4	32.27	32.87	23.48	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2728	UDEA	MHUA-A	774	MHUA-A774	1999	Oscar Hernandez	NA	Antioquia	Amalfi	 Vereda El Encanto, Bosque Tenche, Porce II	1000	1000	NA	NA	Wetland	Anura	Phyllomedusidae	Phyllomedusa venusta	51.37	18.11	18.32	14.72	23.55	25.33	18.72	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2729	UDEA	MHUA-A	805	MHUA-A805	1999	Oscar Hernandez	NA	Bolívar	Hatillo de Loba	Reserva Natural El Garcero	10	10	9.0142	-74.0567	Wetland	Anura	Leptodactylidae	Pleurodema brachyops	33.13	14.47	13.47	7.26	14.71	15.06	16.39	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2730	UDEA	MHUA-A	818	MHUA-A818	2000	Oscar Hernandez	NA	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	50	100	7.9705	-75.2729	Wetland	Anura	Leptodactylidae	Pseudopaludicola pusilla	14.69	4.81	4.37	2.77	7.54	7.69	8.69	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2731	UDEA	MHUA-A	819	MHUA-A819	2000	Oscar Hernandez	NA	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	50	100	7.9705	-75.2729	Wetland	Anura	Leptodactylidae	Pseudopaludicola pusilla	13.67	4.8	4.68	3.17	7.76	7.94	8.96	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2732	UDEA	MHUA-A	820	MHUA-A820	2000	Oscar Hernandez	NA	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	50	100	7.9705	-75.2729	Wetland	Anura	Leptodactylidae	Pseudopaludicola pusilla	14.39	5.08	4.78	3.15	7.36	6.59	8.5	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2733	UDEA	MHUA-A	821	MHUA-A821	2000	Oscar Hernandez	NA	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	50	100	7.9705	-75.2729	Wetland	Anura	Leptodactylidae	Leptodactylus bolivianus	68.99	25.59	25.03	14.78	38.58	35.23	38.49	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2734	UDEA	MHUA-A	1070	MHUA-A1070	2000	Oscar Hernandez	Male	Chocó 	Bahía Solano	Mecana	0	50	6.2963	-77.3787	Wetland	Anura	Hylidae	Smilisca phaeota	52.59	18.58	18.29	11.46	28.6	24.89	22.21	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2735	UDEA	MHUA-A	1071	MHUA-A1071	2000	Oscar Hernandez	NA	Chocó 	Bahía Solano	Mecana	0	50	6.2963	-77.3787	Wetland	Anura	Ranidae	Lithobates vaillanti	63.43	22.18	21.84	12.83	32.32	27.06	31.99	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2736	UDEA	MHUA-A	1074	MHUA-A1074	2000	Oscar Hernandez	NA	Chocó 	Bahía Solano	Mecana	0	50	6.2963	-77.3787	Wetland	Anura	Bufonidae	Rhaebo haematiticus	51.7	17.23	16.47	13.37	23.17	18.47	19.89	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2737	UDEA	MHUA-A	1075	MHUA-A1075	2000	Oscar Hernandez	NA	Chocó 	Bahía Solano	Mecana	0	50	6.2963	-77.3787	Wetland	Anura	Bufonidae	Atelopus spurrelli	35.04	8.38	8.16	9.86	16.17	14.25	13.8	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2738	UDEA	MHUA-A	1076	MHUA-A1076	2000	Oscar Hernandez	NA	Chocó 	Bahía Solano	Mecana	0	50	6.2963	-77.3787	Wetland	Anura	Bufonidae	Atelopus spurrelli	25.73	6.69	6.61	6.92	11.89	10.15	9.34	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2739	UDEA	MHUA-A	1083	MHUA-A1083	2000	Oscar Hernandez	NA	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	100	100	7.9705	-75.2729	Wetland	Anura	Hylidae	Dendropsophus microcephalus	21.85	7.02	6.98	4.7	11.22	9.77	9.45	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2740	UDEA	MHUA-A	1094	MHUA-A1094	2001	Oscar Hernandez	NA	Antioquia	Anorí	Vereda El Roble, Reserva La Forzosa	1770	1770	6.9878	-75.1433	Wetland	Anura	Hylidae	Smilisca sila	32.44	11.55	12.09	8.14	19.32	18.06	15.83	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2741	UDEA	MHUA-A	1100	MHUA-A1100	2001	Oscar Hernandez	NA	Antioquia	Gómez Plata	 Vereda La Clara, Hda. Vegas de La Clara U de A	1100	1100	NA	NA	Wetland	Anura	Leptodactylidae	Leptodactylus fragilis	50.52	18.06	17.17	9.72	28.84	26.24	27.61	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2742	UDEA	MHUA-A	1138	MHUA-A1138	2000	Oscar Hernandez	NA	Antioquia	Maceo	Vereda Las Brisas, Hda. Sta. Barbara	450	450	6.5469	-74.6436	Wetland	Anura	Hylidae	Smilisca sila	42.59	15.27	15.56	9.43	24.09	22.63	17.69	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2743	UDEA	MHUA-A	1139	MHUA-A1139	2000	Oscar Hernandez	NA	Antioquia	Maceo	Vereda Las Brisas, Hda. Sta. Barbara	450	450	6.5469	-74.6436	Wetland	Anura	Hylidae	Smilisca sila	43.9	15.81	15.77	9.08	26.39	22.37	19.56	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2744	UDEA	MHUA-A	1140	MHUA-A1140	2000	Oscar Hernandez	NA	Antioquia	Maceo	Vereda Las Brisas, Hda. Sta. Barbara	450	450	6.5469	-74.6436	Wetland	Anura	Hylidae	Smilisca sila	46.82	16.91	16.85	10.33	27.74	25.14	21.07	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2745	UDEA	MHUA-A	1141	MHUA-A1141	2000	Oscar Hernandez	NA	Antioquia	Maceo	Vereda Las Brisas, Hda. Sta. Barbara	450	450	6.5469	-74.6436	Wetland	Anura	Bufonidae	Rhaebo haematiticus	45.56	16.26	15.46	12.56	23.05	23.29	20.76	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2746	UDEA	MHUA-A	1151	MHUA-A1151	2000	Oscar Hernandez	NA	Antioquia	Yolombó	Vereda Guacabe, Bosque Normandia	1100	1100	6.735	-75.0808	Wetland	Anura	Hylidae	Scinax rostratus	39.94	13.4	13.87	8.84	25.96	23.6	19.45	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2747	UDEA	MHUA-A	1158	MHUA-A1158	NA	Oscar Hernandez	NA	Antioquia	Amalfi	Hidroelectrica Porce II	900	900	6.809	-75.1515	Wetland	Anura	Centrolenidae	Hyalinobatrachium fleischmanni	23.48	8.26	8.42	4.76	12.58	13.4	10	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2748	UDEA	MHUA-A	1180	MHUA-A1180	2000	Oscar Hernandez	NA	Antioquia	Maceo	Vereda Las Brisas, Hda. Sta. Barbara	450	450	6.5469	-74.6436	Wetland	Anura	Hylidae	Boana boans	72.39	24.09	24.72	13.15	36.35	38.21	27.24	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2749	UDEA	MHUA-A	1250	MHUA-A1250	2001	Oscar Hernandez	Male	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	100	100	7.9705	-75.2729	Wetland	Anura	Bufonidae	Rhinella humboldti	50.64	18.35	17.03	11.55	17.59	19.31	17.66	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2750	UDEA	MHUA-A	1251	MHUA-A1251	2001	Oscar Hernandez	NA	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	100	100	7.9705	-75.2729	Wetland	Anura	Bufonidae	Rhinella humboldti	48.53	17.79	16.36	10	15.21	15.77	18.28	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2751	UDEA	MHUA-A	1270	MHUA-A1270	2001	Oscar Hernandez	Male	Antioquia	Caucasia	Vereda Campo Alegre, Hda. La Candelaria, UdeA	100	100	7.9705	-75.2729	Wetland	Anura	Leptodactylidae	Leptodactylus bolivianus	69.7	27.43	25.83	16.74	38.93	37.33	40.08	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2752	UDEA	MHUA-A	1342	MHUA-A1342	2001	Oscar Hernandez	Male	Antioquia	Amalfi	Vereda El Encanto, Bosque Tenche, Porce II	1000	1000	6.7854	-75.1267	Wetland	Anura	Hylidae	Smilisca sila	33.9	11.89	12.12	7.31	18.4	19.01	13.02	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2753	UDEA	MHUA-A	1346	MHUA-A1346	2001	Oscar Hernandez	NA	Antioquia	Amalfi	Vereda El Encanto, Bosque Tenche, Porce II	1000	1000	6.7854	-75.1267	Wetland	Anura	Hylidae	Smilisca sila	47.62	15.87	16.07	9.9	25.97	23.2	20.58	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2754	UDEA	MHUA-A	1348	MHUA-A1348	NA	Oscar Hernandez	Male	Antioquia	Amalfi	 Vereda El Encanto, El Huevo, Porce II	1000	1000	NA	NA	Wetland	Anura	Centrolenidae	Hyalinobatrachium fleischmanni	20.92	7.31	7.91	4.24	12.08	12.48	9.96	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2755	UDEA	MHUA-A	1349	MHUA-A1349	2001	Oscar Hernandez	NA	Antioquia	Amalfi	Fca. La Picardia	1000	1000	6.7955	-75.1362	Wetland	Anura	Centrolenidae	Hyalinobatrachium fleischmanni	21.09	8.08	8.52	4.14	11.64	12.49	10.04	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2756	UDEA	MHUA-A	1407	MHUA-A1407	2001	Oscar Hernandez	NA	Caldas	Samaná	Vereda Cañaveral, Fca. Cañaveral	317	317	5.537	-74.9087	Wetland	Anura	Bufonidae	Rhaebo haematiticus	73.38	24.28	23.93	20.37	37.11	34.27	31.55	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2757	UDEA	MHUA-A	1417	MHUA-A1417	2001	Oscar Hernandez	NA	Boyacá	Villa de Leyva	Iguaque, Hipodromo	2600	2600	5.6518	-73.5148	Paramo; Wetland	Anura	Hylidae	Dendropsophus luddeckei	31.32	9.69	10.49	6.42	15.38	15.64	15.04	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:2758	UDEA	MHUA-A	1425	MHUA-A1425	2001	Oscar Hernandez	NA	Antioquia	Yolombó	Vereda Guacabe, Bosque Normandia	950	950	6.736	-75.0758	Wetland	Anura	Hylidae	Scinax rostratus	43.81	14.58	14.3	8.79	26.09	24.37	19.16	Very extensive
