occurrenceID	institutionCode	collectionCode	catalogNumber	combined	SamplingDate	recordedBy	Sex	Department	Municipality	Locality	MinElevation	MaxElevation	decimalLatitude	decimalLongitude	Habitat	Order	Family	Species	SnoutVentLength	HeadWidth	MouthWidth	ForearmLength	TibiaLength	FemurLength	FootLength	FootWebbing
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0001	PUJ	MUJ	106	MUJ106	1989-06-02	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza, Sector de Piedras Gordas	3250	NA	4.75	-73.91666	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	21.14	8.06	8.56	5.04	9.7	9.1	9.12	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0002	PUJ	MUJ	126	MUJ126	1989-09-16	Oscar Hernandez	NA	Cundinamarca	Fómeque	Quebrada Babilonia, Campamento Monte redondo	3000	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	22.93	9.97	9.36	5.62	11.31	10.69	10.09	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0003	PUJ	MUJ	129	MUJ129	1989-09-16	Oscar Hernandez	NA	Cundinamarca	Fómeque	Quebrada Babilonia, Campamento Monte redondo	3000	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	24.69	8.81	9.21	5.76	11.25	11.14	10.38	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0004	PUJ	MUJ	131	MUJ131	2001-10-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	23.29	7.52	7.08	5.37	10.69	10.19	11.22	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0005	PUJ	MUJ	145	MUJ145	1990-08-19	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Alrededores de la Laguna de Chingaza	3180	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	20.98	7.76	7.46	4.74	9.78	9.36	9.59	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0006	PUJ	MUJ	147	MUJ147	2001-10-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	19.58	6.44	6.73	4.73	9.02	9.68	10.55	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0007	PUJ	MUJ	148	MUJ148	1989-08-12	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3140	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	33.91	10.57	10	7.57	12.15	14.71	13.96	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0008	PUJ	MUJ	150	MUJ150	1989-08-12	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3140	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	41.51	10.52	11.1	8.65	14.18	15.71	15.36	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0009	PUJ	MUJ	155	MUJ155	1989-08-12	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3140	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	30.45	9.79	9.42	7.08	11.34	12.98	12.13	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0010	PUJ	MUJ	156	MUJ156	1989-11-04	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	30.84	9.07	8.83	8.7	11.96	11.41	13.17	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0011	PUJ	MUJ	160	MUJ160	1989-11-04	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	31.94	9.68	9.38	7.66	12.37	12.93	13.86	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0012	PUJ	MUJ	161	MUJ161	1989-11-04	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	32.18	9.84	9.17	7.35	11.8	10.82	12.69	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0013	PUJ	MUJ	163	MUJ163	1989-10-29	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3140	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	44.36	11.65	11.72	9.26	16	14.19	18.1	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0014	PUJ	MUJ	164	MUJ164	1989-10-29	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3140	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	33.46	9.61	9.5	7.25	12.28	12.33	13.77	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0015	PUJ	MUJ	165	MUJ165	1989-10-29	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Localidad la Playa	3140	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	44.78	11.98	11.38	10.28	14.77	17.73	18.04	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0016	PUJ	MUJ	167	MUJ167	1989-11-26	Oscar Hernandez	NA	Cundinamarca	Fómeque	Represa de Chuza- cerca al casino	2967	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	30.08	9.4	8.89	7.64	11.44	11.87	13.21	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0017	PUJ	MUJ	169	MUJ169	1989-12-12	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza,Valle del Frailejon	3000	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	38.46	10.97	11.16	7.99	13.67	12.77	15.24	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0018	PUJ	MUJ	170	MUJ170	2001-12-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	23.88	7.51	7.23	4.62	9.84	10.08	11.2	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0019	PUJ	MUJ	171	MUJ171	1989-12-14	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean; Wetland	Anura	Bufonidae	Atelopus muisca	32.93	9.42	9.49	7.66	12.23	13.37	14.32	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0020	PUJ	MUJ	172	MUJ172	1989-12-14	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean; Wetland	Anura	Bufonidae	Atelopus muisca	44.28	11.17	11.29	10.43	15.15	15.96	17.88	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0021	PUJ	MUJ	173	MUJ173	1990-08-07	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean; Wetland	Anura	Bufonidae	Atelopus muisca	31.48	9.86	9.4	8.38	12.1	13.76	13.34	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0022	PUJ	MUJ	174	MUJ174	1990-08-07	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean; Wetland	Anura	Bufonidae	Atelopus muisca	45.34	10.96	11.82	9.78	16.61	18.47	19.86	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0023	PUJ	MUJ	175	MUJ175	1990-10-20	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Embalse de Chuza- Campamento de Monteredondo	3000	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	32.28	9.36	9.35	7.93	11.66	12.41	12.25	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0024	PUJ	MUJ	181	MUJ181	1990-09-07	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Río la Playa	3140	NA	4.6	-73.76667	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	33.89	9.58	9.9	7.64	12.35	14.15	14.08	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0025	PUJ	MUJ	182	MUJ182	1989-07-30	Oscar Hernandez	NA	Cundinamarca	Fómeque	Río la Playa- Km 2 antes de la Golillas	3000	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	27.8	10.12	10.3	6.58	13.09	13.08	13.36	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0026	PUJ	MUJ	187	MUJ187	1989-08-29	Oscar Hernandez	NA	Cundinamarca	Fómeque	Parque Natural Chingaza- Entre La Paila y el final del parque vía Fomeque	3300	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	24.33	8.07	8.72	5.54	10.26	10.9	10.22	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0027	PUJ	MUJ	197	MUJ197	1989-09-02	Oscar Hernandez	NA	Cundinamarca	Fómeque	Parque Natural Chingaza- La Playa	3140	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	22.13	8.7	8.07	4.73	9.54	9.8	9.86	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0028	PUJ	MUJ	199	MUJ199	1989-09-02	Oscar Hernandez	NA	Cundinamarca	Fómeque	Parque Natural Chingaza- La Playa	3140	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	27.78	9.83	10.31	5.87	12.4	11.48	12.86	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0029	PUJ	MUJ	229	MUJ229	1990-02-27	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Vereda California, cerca a la quebrada Piedras Gordas	2850	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	27.31	10.25	9.86	5.98	11.02	10.52	11.3	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0030	PUJ	MUJ	234	MUJ234	1990-02-27	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Vereda California, cerca a la quebrada Piedras Gordas	2850	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	20.15	7.86	7.92	4.98	8.32	9.64	8.84	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0031	PUJ	MUJ	235	MUJ235	1990-02-27	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Vereda California, cerca a la quebrada Piedras Gordas	2850	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	15.86	6.59	6.45	3.65	6.5	7.01	5.96	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0032	PUJ	MUJ	236	MUJ236	1990-02-27	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Vereda California, cerca a la quebrada Piedras Gordas	2850	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	19.05	7.48	6.6	4.42	7.93	8.31	8.68	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0033	PUJ	MUJ	237	MUJ237	1990-02-27	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Vereda California, cerca a la quebrada Piedras Gordas	2850	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	19.74	7.64	7.39	4.54	8.04	9.75	9.44	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0034	PUJ	MUJ	238	MUJ238	1990-02-27	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Vereda California, cerca a la quebrada Piedras Gordas	2850	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	19.01	7.81	7.1	5.6	8.63	8.22	8.85	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0035	PUJ	MUJ	243	MUJ243	1989-07-29	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza, Carretera entre el retén la Paila vía Fomeque	3300	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	25.34	8.58	9.01	5.69	10.72	10.4	10.9	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0036	PUJ	MUJ	260	MUJ260	1989-10-29	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza La Playa, atrás de la cabaña del acueducto 	3140	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	24.01	8.94	9.12	5.82	11.07	11.48	9.86	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0037	PUJ	MUJ	262	MUJ262	1989-10-29	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza La Playa, atrás de la cabaña del acueducto 	3140	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	25.08	9.32	9.08	6.35	11.75	11.54	9.91	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0038	PUJ	MUJ	264	MUJ264	1989-11-26	Oscar Hernandez	NA	Cundinamarca	Fómeque	PNN Chingaza Represa de Chuza, cercanias al casino	2967	NA	4.6	-73.76667	Paramo; Wetland	Anura	Craugastoridae	Pristimantis bogotensis	28.08	10.29	10.11	6.2	12.48	12.92	12.57	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0039	PUJ	MUJ	274	MUJ274	2001-10-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	17.77	6.19	5.71	4.16	7.85	7.72	9.07	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0040	PUJ	MUJ	275	MUJ275	2001-10-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	20.08	6.41	6.16	3.99	8.41	8.98	11.05	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0041	PUJ	MUJ	276	MUJ276	2001-10-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	19.2	6.56	6.07	3.96	8.14	8.13	9.63	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0042	PUJ	MUJ	277	MUJ277	2001-10-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	22.16	7.25	6.27	3.96	9.73	7.97	8.43	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0043	PUJ	MUJ	278	MUJ278	2001-10-06	Oscar Hernandez	NA	Cundinamarca	Bogotá	Humedal del salitre, atrás del Mac Donalds	2600	NA	4.6	-74.08333	Andean, Wetland	Anura	Dendrobatidae	Hyloxalus subpunctatus	22.52	7.52	6.8	4.5	8.94	8.22	10.51	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0044	PUJ	MUJ	299	MUJ299	1993-03	Oscar Hernandez	NA	Cundinamarca	Sopó	Alto de Yerbabuena	NA	NA	4.91	-73.93917	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	24.04	8.14	7.77	5.3	11.63	11.94	10.88	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0045	PUJ	MUJ	388	MUJ388	1989-09-04	Oscar Hernandez	NA	Cundinamarca	NA	Sector Rio la playa	3140	NA	4.6167	-74.1	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	46.77	15.36	14.94	10.68	23.87	22.59	22.89	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0047	PUJ	MUJ	389	MUJ389	1989-09-26	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza, Valle del Frailejón	3000	NA	4.6167	-74.1	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	41.44	11.26	10.75	8.91	14.6	15.77	15.9	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0048	PUJ	MUJ	393	MUJ393	1989-09-02	Oscar Hernandez	NA	Cundinamarca	NA	PNN Chingaza sitio la playa	3140	NA	4.6167	-74.1	Paramo	Anura	Craugastoridae	Pristimantis elegans	31.54	12.86	11.59	8.24	14	13.83	15.21	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0049	PUJ	MUJ	398	MUJ398	1988-10-02	Oscar Hernandez	NA	Cundinamarca	La Calera	PNN Chingaza sector de piedras gordas	3250	NA	4.75	-73.91666	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	37.54	9.35	9.98	10.28	13.74	15.1	14.16	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0050	PUJ	MUJ	432	MUJ432	1992-09-06	Oscar Hernandez	NA	Cundinamarca	Guasca	PNN Chingaza laguna de Buitrago	3300	NA	4.8333	-73.83333	Paramo	Anura	Craugastoridae	Pristimantis nervicus	28.39	10.96	11.08	7.08	11.55	11.19	12.35	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0051	PUJ	MUJ	437	MUJ437	1992-09-06	Oscar Hernandez	NA	Cundinamarca	Guasca	PNN Chingaza laguna de Buitrago	3300	NA	4.8333	-73.83333	Paramo	Anura	Dendrobatidae	Hyloxalus subpunctatus	16.53	5.33	5.27	3.67	6	6.55	7.71	Basal
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0052	PUJ	MUJ	452	MUJ452	1992-09-06	Oscar Hernandez	NA	Cundinamarca	Guasca	PNN Chingaza Laguna de Buitrago	3300	NA	4.8333	-73.83333	Paramo; Wetland	Anura	Bufonidae	Atelopus subornatus	38.09	9.75	10.4	9.6	13.68	15.75	16.08	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0053	PUJ	MUJ	457	MUJ457	1992-09-06	Oscar Hernandez	NA	Cundinamarca	Guasca	PNN Chingaza Laguna de Buitrago	3300	NA	4.8333	-73.83333	Paramo; Wetland	Anura	Bufonidae	Atelopus muisca	33.13	9.55	9.55	8.5	12.89	12.13	14.7	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0054	PUJ	MUJ	482	MUJ482	1990-02-27	Oscar Hernandez	NA	Cundinamarca	La Calera	Lagunas de Buitrago	3360	NA	4.75	-73.91666	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	27.91	9.54	9.96	7.31	12.33	12.48	11.96	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0055	PUJ	MUJ	494	MUJ494	1989-03-10	Oscar Hernandez	NA	Cundinamarca	Fómeque	Valle del Frailejón	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	44.87	15.28	14.41	10.17	23.31	21.2	20.87	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0057	PUJ	MUJ	495	MUJ495	1991-03-10	Oscar Hernandez	NA	Cundinamarca	Fómeque	Valle del Frailejón	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	58.68	18.96	19.26	13.33	29.57	26.55	29.28	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0059	PUJ	MUJ	496	MUJ496	1991-03-10	Oscar Hernandez	NA	Cundinamarca	Fómeque	Valle del Frailejón	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	44.68	15.47	14.06	9.03	23.56	23.71	22	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0061	PUJ	MUJ	498	MUJ498	1991-03-10	Oscar Hernandez	NA	Cundinamarca	Fómeque	Valle del Frailejón	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	42.3	14.44	13.75	9.47	22.02	20.76	18.73	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0063	PUJ	MUJ	499	MUJ499	1991-03-10	Oscar Hernandez	NA	Cundinamarca	Fómeque	Valle del Frailejón	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	40.2	13.19	12.67	8.3	20.11	19.91	18.95	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0065	PUJ	MUJ	500	MUJ500	1991-03-10	Oscar Hernandez	NA	Cundinamarca	Fómeque	Valle del Frailejón	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	46.87	16.14	15.42	9.78	24.77	24.52	22.88	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0067	PUJ	MUJ	501	MUJ501	1991-03-10	Oscar Hernandez	NA	Cundinamarca	Fómeque	Valle del Frailejón	3150	NA	4.6	-73.76667	Paramo; Wetland	Anura	Hylidae	Dendropsophus molitor	47.42	15	14.79	9.96	22.8	23.78	21.59	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0068	PUJ	MUJ	537	MUJ537	1991-03-09	Oscar Hernandez	NA	Cundinamarca	Fómeque	Laguna de Chingaza	3180	NA	4.6	-73.76667	Paramo; Wetland	Anura	Craugastoridae	Pristimantis bogotensis	25.28	9.48	9.71	5.56	10.93	11.58	11.25	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0069	PUJ	MUJ	539	MUJ539	1991-03-09	Oscar Hernandez	NA	Cundinamarca	Fómeque	Laguna de Chingaza	3180	NA	4.6	-73.76667	Paramo	Anura	Craugastoridae	Pristimantis bogotensis	20.1	7.75	7.87	4.85	9.99	10.18	9.33	Absent
